id,our_title,equipmentId,muscles,match_kind,vendor_name,score
fedb_cable_rear_delt_fly,Cable Rear Delt Fly,pec_deck,shoulders,exact,Cable rear delt fly,1.00
vid_cable_standing_crunch,Cable Standing Crunch,cable_machine,core,exact,Cable Standing Crunch,1.00
vid_cable_straight_back_seated_high_row_reverse_grip,Cable Straight-Back Seated High Row - Reverse Grip,cable_machine,back|lats|biceps,exact,Cable reverse grip straight back seated high row,1.00
vid_stretching_calf_stretch_with_rope,Calf Stretch with a Rope,,calves,exact,Calf stretch with rope,1.00
vid_stretching_ceiling_look_stretch,Ceiling Look Stretch,,quads|chest|core,exact,Ceiling look stretch,1.00
vid_chest_dips,Chest Dip,dip_station,chest|shoulders|triceps,exact,Chest dip,1.00
vid_chest_lift_with_rotation,Chest Lift with Rotation,,core,exact,Chest lift with rotation,1.00
fedb_chin-up,Chin-Up,pullup_bar,lats|biceps|forearms|back,exact,Chin up,1.00
fedb_close-grip_barbell_bench_press,Close-Grip Barbell Bench Press,bench_press,triceps|chest|shoulders,exact,Close grip barbell bench press,1.00
vid_close_grip_push_ups,Close-Grip Push-Up,,triceps|chest|shoulders,exact,Close grip push up,1.00
vid_commando_pull_up,Commando Pull-Up,pullup_bar,back|lats|biceps,exact,Commando pull-up,1.00
vid_stretching_crossover_kneeling_hip_flexor_stretch,Crossover Kneeling Hip Flexor Stretch,,quads|core,exact,Crossover kneeling hip flexor stretch,1.00
vid_crunch_leg_raise,Crunch with Leg Raise,,core,exact,Crunch leg raise,1.00
vid_crunch_legs_on_stability_ball,Crunch with Legs on a Stability Ball,stability_ball,core,exact,Crunch (legs on stability ball),1.00
vid_crunch_straight_leg_up,Crunch with Straight Leg Up,,core,exact,Crunch (straight leg up),1.00
fedb_deadlift_with_bands,Deadlift with Bands,resistance_bands,lower_back|forearms|glutes|hamstrings|back|quads|traps,exact,Band Deadlift,1.00
fedb_decline_barbell_bench_press,Decline Barbell Bench Press,bench_press,chest|shoulders|triceps,exact,Barbell bench press decline,1.00
fedb_decline_dumbbell_bench_press,Decline Dumbbell Bench Press,bench_press,chest|shoulders|triceps,exact,Dumbbell Decline Bench Press,1.00
fedb_decline_dumbbell_flyes,Decline Dumbbell Flyes,dumbbell,chest,exact,Dumbbell decline fly,1.00
vid_deep_push_ups,Deep Push-Up,parallettes,chest|shoulders|triceps,exact,Deep push-up,1.00
vid_donkey_calf_raise,Donkey Calf Raise,calf_raise_machine,calves,exact,Donkey calf raise,1.00
fedb_dumbbell_bench_press,Dumbbell Bench Press,bench_press,chest|shoulders|triceps,exact,Dumbbell Bench Press,1.00
vid_dumbbell_bent_over_row,Dumbbell Bent-Over Row,dumbbell,back|lats|biceps,exact,Dumbbells bent over row,1.00
vid_dumbbell_concentration_curl,Dumbbell Concentration Curl,dumbbell,biceps|forearms,exact,Concentration curls dumbbell,1.00
vid_dumbbell_decline_fly_45_degree,Dumbbell Decline Fly,dumbbell,chest|shoulders|triceps,exact,Dumbbell decline fly,1.00
vid_dumbbell_front_raise,Dumbbell Front Raise,dumbbell,shoulders,exact,Dumbbell Front Raise,1.00
vid_dumbbell_front_squat,Dumbbell Front Squat,dumbbell,quads|glutes|hamstrings|calves,exact,Dumbbell Front Squat,1.00
vid_dumbbell_goblet_squat,Dumbbell Goblet Squat,dumbbell,quads|glutes|hamstrings,exact,Dumbbell Goblet Squat,1.00
vid_dumbbell_incline_bench_press,Dumbbell Incline Bench Press,dumbbell,chest|shoulders|triceps,exact,Dumbbell Incline Bench Press,1.00
vid_dumbbell_incline_fly,Dumbbell Incline Fly,dumbbell,chest|shoulders|triceps,exact,Dumbbell Incline Fly,1.00
vid_dumbbell_incline_fly_on_exercise_ball,Dumbbell Incline Fly on an Exercise Ball,dumbbell,chest|shoulders|triceps|core,exact,Dumbbell Incline Fly on Exercise Ball,1.00
vid_dumbbell_incline_rear_lateral_raise,Dumbbell Incline Rear Lateral Raise,dumbbell,shoulders|back,exact,Dumbbell Incline Rear Lateral Raise,1.00
vid_dumbbell_incline_row,Dumbbell Incline Row,dumbbell,back|lats|biceps,exact,Dumbbell Incline Row,1.00
vid_dumbbell_incline_shrug,Dumbbell Incline Shrug,dumbbell,traps|shoulders,exact,Dumbbell Incline Shrug,1.00
vid_dumbbell_iron_cross,Dumbbell Iron Cross,dumbbell,shoulders|chest,exact,Dumbbell Iron Cross,1.00
vid_dumbbell_kickback,Dumbbell Kickback,dumbbell,triceps,exact,Dumbbell Kickback,1.00
vid_dumbbell_lateral_raise,Dumbbell Lateral Raise,dumbbell,shoulders,exact,Lateral raises dumbbell,1.00
vid_dumbbell_lying_rear_delt_row,Dumbbell Lying Rear Delt Row,dumbbell,shoulders|back,exact,Dumbbell Lying Rear Delt Row,1.00
vid_dumbbell_lying_triceps_extension,Dumbbell Lying Triceps Extension,dumbbell,triceps,exact,Dumbbell Lying Triceps Extension,1.00
vid_dumbbell_one_arm_lateral_raise,Dumbbell One-Arm Lateral Raise,dumbbell,shoulders,exact,Dumbbell One Arm Lateral Raise,1.00
vid_dumbbell_over_bench_wrist_curl,Dumbbell Over-Bench Reverse Wrist Curl,dumbbell,forearms,exact,Dumbbell Over Bench Reverse Wrist Curl,1.00
vid_dumbbell_preacher_curl_over_exercise_ball,Dumbbell Preacher Curl Over an Exercise Ball,dumbbell,biceps|forearms,exact,Dumbbell Preacher Curl over Exercise Ball,1.00
vid_dumbbell_prone_incline_curl,Dumbbell Prone Incline Curl,dumbbell,biceps|forearms,exact,Dumbbell Prone Incline Curl,1.00
vid_dumbbell_rear_delt_row,Dumbbell Rear Delt Row,dumbbell,shoulders|back,exact,Dumbbell Rear Delt Row,1.00
vid_dumbbell_seated_front_raise,Dumbbell Seated Front Raise,dumbbell,shoulders,exact,Front raises dumbbell seated,1.00
vid_dumbbell_seated_kickback,Dumbbell Seated Kickback,dumbbell,triceps,exact,Dumbbell Seated Kickback,1.00
vid_dumbbell_seated_lateral_raise,Dumbbell Seated Lateral Raise,dumbbell,shoulders,exact,Dumbbell Seated Lateral Raise,1.00
vid_dumbbell_seated_neutral_wrist_curl,Dumbbell Seated Neutral Wrist Curl,dumbbell,forearms,exact,Dumbbell Seated Neutral Wrist Curl,1.00
vid_dumbbell_seated_preacher_curl,Dumbbell Seated Preacher Curl,preacher_curl_bench,biceps|forearms,exact,Dumbbell Seated Preacher Curl,1.00
vid_dumbbell_side_bend,Dumbbell Side Bend,dumbbell,core,exact,Dumbbell Side Bend,1.00
vid_dumbbell_single_leg_squat,Dumbbell Single-Leg Squat,dumbbell,quads|glutes|hamstrings,exact,Dumbbell Single Leg Squat,1.00
vid_dumbbell_squat,Dumbbell Squat,dumbbell,quads|glutes|hamstrings,exact,Dumbbell squats,1.00
vid_dumbbell_standing_calf_raise,Dumbbell Standing Calf Raise,dumbbell,calves,exact,Dumbbell standing calf raise,1.00
vid_dumbbell_stiff_leg_deadlift,Dumbbell Stiff-Leg Deadlift,dumbbell,hamstrings|glutes|back|lower_back,exact,Dumbbell Stiff Leg Deadlift,1.00
vid_dumbbell_upright_row,Dumbbell Upright Row,dumbbell,shoulders|traps,exact,Upright row dumbbell,1.00
vid_stretching_dynamic_back_stretch,Dynamic Back Stretch,,back|shoulders,exact,Dynamic Back Stretch,1.00
vid_stretching_elbows_back_stretch,Elbows Back Stretch,,back|chest|shoulders,exact,Elbows Back Stretch,1.00
fedb_flat_bench_cable_flyes,Flat Bench Cable Flyes,adjustable_bench,chest,exact,Flat bench cable fly,1.00
vid_crunch_floor_female,Floor Crunch,,core,exact,Crunch floor,1.00
fedb_front_plate_raise,Front Plate Raise,weight_plates,shoulders,exact,Plate front raise,1.00
fedb_hanging_leg_raise,Hanging Leg Raise,captains_chair,core,exact,Hanging Leg Raises,1.00
vid_stretching_iron_cross_stretch,Iron Cross Stretch,,core|lower_back|glutes,exact,Iron cross stretch,1.00
vid_jumping_jack,Jumping Jack,,calves|shoulders|quads,exact,Jumping jack,1.00
fedb_lateral_box_jump,Lateral Box Jump,plyo_box,adductors|calves|glutes|hamstrings|quads,exact,Lateral Box Jump,1.00
vid_stretching_quadriceps_lying_stretch,Lying Quadriceps Stretch,,quads,exact,Lying quadriceps stretch,1.00
vid_lying_supine_dumbbell_curl,Lying Supine Dumbbell Curl,dumbbell,biceps|forearms,exact,Dumbbell Lying Supine Curl,1.00
vid_lever_back_extension,Machine Back Extension,back_extension,lower_back|glutes,exact,Back extension machine,1.00
vid_lever_chest_press,Machine Chest Press,chest_press_machine,chest|shoulders|triceps,exact,Chest Press Machine,1.00
vid_lever_incline_hammer_chest_press,Machine Incline Chest Press,chest_press_machine,chest|shoulders|triceps,exact,Machine chest press incline,1.00
vid_lever_kneeling_leg_curl,Machine Kneeling Leg Curl,leg_curl,hamstrings,exact,Kneeling leg curl machine,1.00
vid_lever_lateral_raise,Machine Lateral Raise,,shoulders,exact,Machine Lateral Raise,1.00
vid_stretching_rear_deltoid_stretch,Rear Deltoid Stretch,,shoulders|back,exact,Rear deltoid stretch,1.00
vid_reverse_crunch_female,Reverse Crunch,,core,exact,Reverse crunch,1.00
fedb_reverse_machine_flyes,Reverse Machine Flyes,pec_deck,shoulders,exact,Reverse Machine Fly,1.00
vid_running,Running,,quads|hamstrings|glutes|calves,exact,Running,1.00
fedb_russian_twist,Russian Twist,rotary_torso_machine,core|lower_back,exact,Russian twist,1.00
fedb_seated_barbell_twist,Seated Barbell Twist,rotary_torso_machine,core,exact,Barbell seated twist,1.00
vid_stretching_seated_calf_stretch,Seated Calf Stretch,,calves,exact,Seated calf stretch,1.00
vid_side_bridge_side_plank,Side Plank,,core,exact,Side plank,1.00
vid_stretching_side_wrist_pull_stretch,Side Wrist Pull Stretch,,forearms|shoulders,exact,Side wrist pull stretch,1.00
vid_sit_ups,Sit-Up,,core,exact,Situps,1.00
vid_sit_up_on_exercise_ball,Sit-Up on an Exercise Ball,stability_ball,core,exact,Ball Sit-up,1.00
fedb_smith_machine_calf_raise,Smith Machine Calf Raise,smith_machine,calves,exact,Smith machine calf raise,1.00
vid_stretching_standing_lateral_stretch,Standing Lateral Stretch,,core|lats,exact,Standing lateral stretch,1.00
vid_stretching_quadriceps_stretch,Standing Quadriceps Stretch,,quads,exact,Standing Quadriceps Stretch,1.00
vid_stationary_bike,Stationary Bike,exercise_bike,quads|hamstrings|calves,exact,Stationary Exercise Bike,1.00
vid_treadmill_running,Treadmill Running,treadmill,quads|hamstrings|glutes|calves,exact,Treadmill Running,1.00
vid_v_up,V-Up,,core,exact,V up,1.00
advanced_kettlebell_windmill,Advanced Kettlebell Windmill,kettlebell,core|glutes|hamstrings|shoulders,likely,Kettlebell Windmill,0.67
air_bike_intervals,Air Bike Intervals,air_bike,quads|hamstrings|shoulders|core,likely,Air Bike (VERSION 2),0.67
alternate_heel_touchers,Alternate Heel Touchers,,core,likely,Alternate heel touch side kick squat,0.67
alternating_cable_shoulder_press,Alternating Cable Shoulder Press,cable_machine,shoulders|triceps,likely,Lateral raise to shoulder press Resistance band cable,0.75
alternating_deltoid_raise,Alternating Deltoid Raise,dumbbell,shoulders,likely,Bridge with alternating leg raise,0.67
alternating_floor_press,Alternating Floor Press,kettlebell,chest|core|shoulders|triceps,likely,Barbell floor chest press,0.67
alternating_hang_clean,Alternating Hang Clean,kettlebell,hamstrings|biceps|calves|forearms|glutes|lower_back|traps,likely,Barbell Hang Clean,0.67
alternating_kettlebell_press,Alternating Kettlebell Press,kettlebell,shoulders|triceps,likely,Dumbbell Alternating Arnold Press,0.67
alternating_kettlebell_row,Alternating Kettlebell Row,kettlebell,back|biceps|lats,likely,Dumbbell Alternating Pendlay Row,0.67
alternating_renegade_row,Alternating Renegade Row,kettlebell,back|core|biceps|chest|lats|triceps,likely,Dumbbell Alternating Pendlay Row,0.67
fedb_back_flyes_-_with_bands,Back Flyes - With Bands,resistance_bands,shoulders|back|triceps,likely,Band Chest Fly,0.67
fedb_backward_medicine_ball_throw,Backward Medicine Ball Throw,medicine_ball,shoulders,likely,Medicine Ball Chest Throw With Abs,0.75
fedb_band_assisted_pull-up,Band Assisted Pull-Up,assisted_pullup_machine,lats|core|forearms|back,likely,Assisted parallel close grip pull up,0.67
vid_band_bent_over_rear_lateral_raise,Band Bent-Over Rear Lateral Raise,resistance_bands,shoulders|back,likely,Bent over rear deltoid fly Resistance band,0.67
vid_band_kneeling_one_arm_pulldown,Band Kneeling One-Arm Pulldown,resistance_bands,back|lats|biceps,likely,Resistance Band Kneeling Cross Body Single Straight Arm Supinated Pulldown,0.80
vid_band_leg_curl,Band Lying Leg Curl,resistance_bands,hamstrings,likely,Band Standing Leg Curl,0.75
vid_band_one_arm_forward_raise,Band One-Arm Front Raise,resistance_bands,shoulders,likely,Cable one arm front raise,0.80
vid_band_one_arm_twisting_seated_row,Band One-Arm Twisting Seated Row,resistance_bands,back|lats|biceps,likely,Cable seated one arm alternate row,0.67
vid_band_overhead_triceps_extension,Band Overhead Triceps Extension,resistance_bands,triceps,likely,Band Incline Triceps Extension,0.75
vid_band_pull_through,Band Pull Through,resistance_bands,glutes|hamstrings|lower_back,likely,Band Face Pull,0.67
vid_band_seated_leg_extension,Band Seated Leg Extension,resistance_bands,quads,likely,Seated leg extension single leg,0.75
vid_band_side_triceps_pushdown,Band Side Triceps Pushdown,resistance_bands,triceps,likely,Band Triceps Pushdown Single Arm,0.75
vid_band_standing_crunch,Band Standing Crunch,resistance_bands,core,likely,Arnold press cable Resistance band standing,0.67
vid_band_standing_lift,Band Standing Lift,resistance_bands,core,likely,Arnold press cable Resistance band standing,0.67
vid_band_twist,Band Standing Twist,resistance_bands,core,likely,Arnold press cable Resistance band standing,0.67
vid_band_straight_back_seated_row,Band Straight-Back Seated Row,resistance_bands,back|lats|biceps,likely,Cable reverse grip straight back seated high row,0.80
vid_band_twist_up_down,Band Twist - Up and Down,resistance_bands,core,likely,Band Lying Press Down,0.67
barbell_ab_rollout,Barbell Ab Rollout,barbell,core|lower_back|shoulders,likely,Barbell rollout,0.67
barbell_bench_press_medium_grip,Barbell Bench Press - Medium Grip,bench_press,chest|shoulders|triceps,likely,Barbell close grip bench press,0.80
vid_barbell_bent_over_row_overgrip,Barbell Bent-Over Row - Overhand Grip,barbell,back|lats|biceps,likely,Barbell bent over row pronated grip,0.83
vid_barbell_underhand_bent_over_row,Barbell Bent-Over Row - Underhand Grip,barbell,back|lats|biceps,likely,Barbell bent over row pronated grip,0.83
barbell_guillotine_bench_press,Barbell Guillotine Bench Press,bench_press,chest|shoulders|triceps,likely,Barbell bench press,0.75
barbell_hack_squat,Barbell Hack Squat,squat_rack,quads|calves|forearms|hamstrings,likely,Barbell  squat back POV,0.67
barbell_incline_bench_press_medium_grip,Barbell Incline Bench Press - Medium Grip,bench_press,chest|shoulders|triceps,likely,Barbell bench press incline,0.67
fedb_barbell_incline_shoulder_raise,Barbell Incline Shoulder Raise,barbell,shoulders|chest,likely,Barbell Incline Shoulders Press (inside squat cage),0.75
vid_barbell_prone_incline_curl,Barbell Prone Incline Curl,barbell,biceps|forearms,likely,Band Prone Incline Curl,0.75
fedb_barbell_rear_delt_row,Barbell Rear Delt Row,barbell,shoulders|biceps|lats|back,likely,Band standing rear delt row,0.75
vid_barbell_seated_behind_head_military_press,Barbell Seated Behind-the-Head Press,barbell,shoulders|triceps,likely,Barbell seated behind neck military press,0.80
fedb_barbell_seated_calf_raise,Barbell Seated Calf Raise,calf_raise_machine,calves,likely,Barbell seated on knee calve raises,0.75
vid_barbell_standing_back_wrist_curl,Barbell Standing Behind-the-Back Wrist Curl,barbell,forearms,likely,Barbell standing back wrist curl,0.83
barbell_walking_lunge,Barbell Walking Lunge,barbell,quads|calves|glutes|hamstrings,likely,Barbell Curtsy Lunge,0.67
vid_stretching_back_pec_stretch,Behind-the-Back Pec Stretch,,chest|shoulders,likely,Arms Behind Back Chest Stretch,0.75
bench_press_powerlifting,Bench Press - Powerlifting,bench_press,triceps|chest|forearms|lats|shoulders,likely,Band Bench Press,0.67
bench_press_with_chains,Bench Press with Chains,bench_press,triceps|chest|lats|shoulders,likely,Band Bench Press,0.67
fedb_bent-knee_hip_raise,Bent-Knee Hip Raise,,core,likely,Resistance Band Lying Bent Knee Hip Abduction,0.75
fedb_body_tricep_press,Body Tricep Press,,triceps,likely,Band Cross Body One Arm Chest Press,0.67
bodyweight_mid_row,Bodyweight Mid Row,,back|biceps|lats,likely,Bodyweight kneeling push-up row,0.67
bodyweight_walking_lunge,Bodyweight Walking Lunge,,quads|calves|glutes|hamstrings,likely,Bodyweight forward lunge,0.67
fedb_box_squat_with_bands,Box Squat with Bands,resistance_bands,quads|adductors|calves|glutes|hamstrings|lower_back,likely,Band single leg split squat,0.67
fedb_box_squat_with_chains,Box Squat with Chains,plyo_box,quads|adductors|calves|glutes|hamstrings|lower_back,likely,Barbell box squat,0.67
vid_cable_rope_high_pulley_overhead_triceps_extension,Cable High-Pulley Overhead Rope Extension,cable_machine,triceps,likely,Cable overhead extension rope,0.67
vid_cable_bar_lateral_pulldown_reverse_grip,Cable Lat Pulldown - Reverse Grip,cable_machine,back|lats|biceps,likely,Cable close grip front lat pulldown,0.80
vid_cable_bar_lateral_pulldown_wide_shoulder_grip,Cable Lat Pulldown - Wide Grip,cable_machine,back|lats|biceps,likely,Cable close grip front lat pulldown,0.80
vid_cable_lying_fly_flat_bench_cable_fly,Cable Lying Fly on a Flat Bench,cable_machine,chest|shoulders|triceps,likely,Flat bench cable fly,0.80
vid_cable_one_arm_twisting_seated_row,Cable One-Arm Twisting Seated Row,cable_machine,back|lats|biceps,likely,Cable seated one arm alternate row,0.83
vid_cable_overhead_triceps_extension_rope_attachment,Cable Overhead Triceps Extension - Rope,cable_machine,triceps,likely,Cable overhead extension rope,0.80
vid_cable_pulldown,Cable Pulldown - Close Underhand Grip,cable_machine,back|lats|biceps,likely,Cable close grip front lat pulldown,0.80
vid_cable_pushdown_rope_attachment,Cable Rope Pushdown,cable_machine,triceps,likely,Cable Cross Pushdown,0.67
fedb_cable_russian_twists,Cable Russian Twists,rotary_torso_machine,core,likely,Cable twist,0.67
vid_cable_seated_high_row_v_bar,Cable Seated High Row - V-Bar,cable_machine,back|lats|biceps,likely,Cable Seated Row With V Bar,0.83
vid_cable_seated_row_normal_grip,Cable Seated Row - Normal Grip,cable_machine,back|lats|biceps,likely,Cable reverse grip straight back seated high row,0.80
vid_cable_seated_row_parallel_grip,Cable Seated Row - Parallel Grip,cable_machine,back|lats|biceps,likely,Cable reverse grip straight back seated high row,0.80
vid_cable_seated_row_wide_grip,Cable Seated Row - Wide Grip,cable_machine,back|lats|shoulders,likely,Cable reverse grip straight back seated high row,0.80
vid_cable_standing_lift,Cable Standing Lift,cable_machine,core,likely,Arnold press cable Resistance band standing,0.67
vid_cable_standing_one_arm_triceps_extension,Cable Standing One-Arm Triceps Extension,cable_machine,triceps,likely,Dumbbell Lying One Arm Neutral Triceps Extension,0.67
vid_cable_straight_back_seated_row_v_grip,Cable Straight-Back Seated Row - V-Grip,cable_machine,back|lats|biceps,likely,Cable reverse grip straight back seated high row,0.86
vid_stretching_chin_to_chest_stretch,Chin-to-Chest Stretch,,traps|back,likely,Above head chest stretch,0.67
vid_close_feet_leg_press,Close-Feet Leg Press,leg_press,quads|glutes|hamstrings,likely,Leg press machine close stance,0.75
fedb_cross_over_-_with_bands,Cross Over - With Bands,resistance_bands,chest|biceps|shoulders,likely,Band Bent over One Arm Kickback,0.67
fedb_decline_ez_bar_triceps_extension,Decline EZ Bar Triceps Extension,ez_curl_bar,triceps,likely,Cable triceps overhead extension (ez bar),0.80
fedb_double_kettlebell_jerk,Double Kettlebell Jerk,kettlebell,shoulders|calves|quads|triceps,likely,Double Kettlebell Sled Push,0.67
fedb_double_kettlebell_push_press,Double Kettlebell Push Press,kettlebell,shoulders|calves|quads|triceps,likely,Double Kettlebell Sled Push,0.75
fedb_double_kettlebell_snatch,Double Kettlebell Snatch,kettlebell,shoulders|glutes|hamstrings|quads,likely,Kettlebell Snatch,0.67
fedb_double_kettlebell_windmill,Double Kettlebell Windmill,kettlebell,core|glutes|hamstrings|shoulders|triceps,likely,Kettlebell Windmill,0.67
fedb_dumbbell_bench_press_with_neutral_grip,Dumbbell Bench Press with Neutral Grip,bench_press,chest|shoulders|triceps,likely,Dumbbell Decline Close Neutral Grip Press,0.80
vid_dumbbell_rear_lateral_raise,Dumbbell Bent-Over Rear Lateral Raise,dumbbell,shoulders|back,likely,Bent over rear delt fly dumbbell,0.67
vid_dumbbell_lying_alternate_extension,Dumbbell Lying Alternating Triceps Extension,dumbbell,triceps,likely,Dumbbell Lying One Arm Neutral Triceps Extension,0.80
vid_dumbbell_lying_hammer_press,Dumbbell Lying Hammer Press,dumbbell,chest|shoulders|triceps,likely,Dumbbell Decline Hammer Press,0.75
vid_dumbbell_lying_femoral,Dumbbell Lying Leg Curl,dumbbell,hamstrings,likely,Bodyweight lying leg curl,0.75
vid_dumbbell_palm_rotational_bent_over_row,Dumbbell Palm-Rotational Bent-Over Row,dumbbell,back|lats|biceps,likely,Dumbbell Bent-Over Reverse Row,0.67
vid_dumbbell_pronate_grip_triceps_extension,Dumbbell Pronated-Grip Triceps Extension,dumbbell,triceps,likely,Dumbbell Pronate-grip Triceps Extension,0.80
vid_dumbbell_reverse_grip_row,Dumbbell Reverse-Grip Row,dumbbell,back|lats|biceps,likely,Band Lying Reverse Grip Row,0.75
vid_dumbbell_seated_triceps_extension,Dumbbell Seated Triceps Extension,dumbbell,triceps,likely,Dumbbell Decline triceps pull-over extension,0.75
vid_stretching_dynamic_chest_stretch,Dynamic Chest Stretch,,chest|shoulders,likely,Above head chest stretch,0.67
vid_ez_barbell_lying_triceps_extension,EZ-Bar Lying Triceps Extension,ez_curl_bar,triceps,likely,Cable triceps overhead extension (ez bar),0.80
fedb_front_box_jump,Front Box Jump,plyo_box,hamstrings|adductors|calves|glutes|quads,likely,Box jump,0.67
