path,file_type,domain,subsystem,purpose,production_or_test,referenced_by,active_or_legacy,data_source,security_sensitive,health_safety_sensitive,tests_known,documentation_known,audit_status,reviewer,notes
mobile/lib/features/catalog/state/catalog_providers.dart,dart,EXERCISE CATALOG,catalog,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/celebrity_plans/celebrity_plans_page.dart,dart,PROGRAMME GENERATION,celebrity_plans,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/celebrity_plans/data/celebrity_plan.dart,dart,PROGRAMME GENERATION,celebrity_plans,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/celebrity_plans/data/celebrity_plan_repository.dart,dart,PROGRAMME GENERATION,celebrity_plans,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/celebrity_plans/state/celebrity_plan_providers.dart,dart,PROGRAMME GENERATION,celebrity_plans,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/community/team_feed_page.dart,dart,COMMUNITY,community,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/community/data/team_feed.dart,dart,COMMUNITY,community,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/community/data/team_feed_repository.dart,dart,COMMUNITY,community,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/community/state/team_feed_providers.dart,dart,COMMUNITY,community,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/cycle_aware/data/cycle_phase.dart,dart,FEMALE HEALTH,cycle_aware,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/data_export/backup_envelope.dart,dart,PRIVACY,data_export,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/data_export/backup_page.dart,dart,PRIVACY,data_export,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/data_export/backup_providers.dart,dart,PRIVACY,data_export,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/data_export/backup_transfer.dart,dart,PRIVACY,data_export,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/data_export/data_export.dart,dart,PRIVACY,data_export,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/data_export/data_export_providers.dart,dart,PRIVACY,data_export,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/data_export/data_export_sink.dart,dart,PRIVACY,data_export,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/data_export/server_export.dart,dart,PRIVACY,data_export,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/donor_wall/donor_wall_page.dart,dart,SUBSCRIPTIONS,donor_wall,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/donor_wall/data/cloud_donor_wall_repository.dart,dart,SUBSCRIPTIONS,donor_wall,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/donor_wall/data/donor_wall_entry.dart,dart,SUBSCRIPTIONS,donor_wall,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/donor_wall/data/donor_wall_repository.dart,dart,SUBSCRIPTIONS,donor_wall,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/donor_wall/state/donor_wall_providers.dart,dart,SUBSCRIPTIONS,donor_wall,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/equipment_detail_page.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/exercise_page.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/workout_player_page.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/data/anatomy_map.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/data/asset_equipment_repository.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/data/catalog_labels.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/data/clip_url_resolver.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/data/cloud_functions_equipment_report_service.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/data/equipment_alias_index.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/data/equipment_models.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/data/equipment_report.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/data/equipment_report_service.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/data/equipment_repository.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/data/exercise_filter.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/data/mock_equipment_report_service.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/data/video_failure.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/state/equipment_providers.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/state/safety_coverage_providers.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/widgets/equipment_report_sheet.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/widgets/exercise_reference.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/widgets/exercise_thumb.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/widgets/muscle_map.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/equipment/widgets/safety_disclosure.dart,dart,EXERCISE CATALOG,equipment,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/form_check_page.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/coach_phases.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/cue_text.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/form_classifier.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/measured_rep_configs.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/mlkit_pose_detector_service.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/pose_avatar.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/pose_coordinate_space.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/pose_detector_service.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/pose_gate.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/pose_landmark.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/pose_projection.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/pose_silhouette.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/pose_target.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/pose_unit_probe.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/rep_counter.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/rep_signals.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/tts_voice_coach.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/data/voice_coach.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/state/coach_phase_providers.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/state/form_check_providers.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/widgets/camera_flip_button.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/widgets/coach_intro_cards.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/form_check/widgets/coach_readiness_band.dart,dart,FORM CHECK,form_check,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/goal_photo/data/goal_photo_request.dart,dart,AI COACH,goal_photo,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/home/home_page.dart,dart,HOME,home,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/home/data/home_dashboard.dart,dart,HOME,home,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/home/data/suggestion_builder.dart,dart,HOME,home,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/home/state/home_dashboard_providers.dart,dart,HOME,home,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/home/state/suggestion_providers.dart,dart,HOME,home,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/legal/legal_body.dart,dart,PRIVACY,legal,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/legal/privacy_page.dart,dart,PRIVACY,legal,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/legal/terms_page.dart,dart,PRIVACY,legal,Flutter production source,production,,ACTIVE,,yes,,,,INVENTORIED,orchestrator,
mobile/lib/features/licences/licences_page.dart,dart,DOCUMENTATION,licences,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/marketplace/marketplace_page.dart,dart,SUBSCRIPTIONS,marketplace,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/marketplace/data/coach_listing.dart,dart,SUBSCRIPTIONS,marketplace,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/marketplace/data/coach_marketplace_service.dart,dart,SUBSCRIPTIONS,marketplace,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/marketplace/state/marketplace_providers.dart,dart,SUBSCRIPTIONS,marketplace,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/moments/data/moment.dart,dart,PROGRESS,moments,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/moments/data/moment_repository.dart,dart,PROGRESS,moments,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/moments/data/prefs_moment_repository.dart,dart,PROGRESS,moments,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/moments/state/moment_providers.dart,dart,PROGRESS,moments,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/moments/widgets/day3_welcome_modal.dart,dart,PROGRESS,moments,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/onboarding_page.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/data/body_metrics.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/data/step_answered.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/state/plan_preview_provider.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/state/questionnaire_notifier.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/steps/step_barriers.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/steps/step_body.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/steps/step_equipment.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/steps/step_goal_and_level.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/steps/step_health.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/steps/step_health_flags.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/steps/step_lifestyle.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/steps/step_personal.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/steps/step_preview.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/steps/step_schedule.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/steps/step_screening.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/widgets/body_metric_cards.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/widgets/body_zone_map.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/widgets/inputs.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/widgets/measure_ruler.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/onboarding/widgets/ob_shell.dart,dart,ONBOARDING,onboarding,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/personalisation/data/fitness_model.dart,dart,RECOMMENDATION ENGINE,personalisation,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/personalisation/data/for_you_ranker.dart,dart,RECOMMENDATION ENGINE,personalisation,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/personalisation/data/volume_ledger.dart,dart,RECOMMENDATION ENGINE,personalisation,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/personalisation/state/personalisation_providers.dart,dart,RECOMMENDATION ENGINE,personalisation,Flutter production source,production,,ACTIVE,,,,,,INVENTORIED,orchestrator,
mobile/lib/features/posture/posture_page.dart,dart,FORM CHECK,posture,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/posture/data/measured_posture_config.dart,dart,FORM CHECK,posture,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/posture/data/posture_metrics.dart,dart,FORM CHECK,posture,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
mobile/lib/features/posture/state/posture_providers.dart,dart,FORM CHECK,posture,Flutter production source,production,,ACTIVE,,,yes,,,INVENTORIED,orchestrator,
