id,title,region,rule,matched,primaryMuscles,vendorGroup,already
ea_alternate_oblique_crunch,Alternate Oblique Crunch,lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_alternate_superman,Alternate Superman,lower_back,lumbar_extension,superman,glutes,Back,True
ea_alternate_toe_tap_leg_lift,Alternate Toe Tap Leg Lift,lower_back,lumbar_primary,lower_back,"lower_back,core,quads",Abdominals,True
ea_alternating_leg_lifts,Alternating Leg Lifts,lower_back,lumbar_primary,lower_back,"core,lower_back,quads",Abdominals,True
ea_alternating_oblique_sit_ups,Alternating Oblique Sit-ups,lower_back,lumbar_spinal_flexion,sit ups,core,Abdominals,True
ea_alternating_superman,Alternating Superman,lower_back,lumbar_extension,superman,glutes,Back,True
ea_alternating_toe_tap,Alternating Toe Tap,lower_back,lumbar_primary,lower_back,"core,lower_back,quads",Abdominals,True
ea_arm_rotation_knee_lift,Arm Rotation Knee Lift,lower_back,lumbar_primary,lower_back,"lower_back,core",Abdominals,True
ea_arm_swing_side_to_side,Arm Swing Side to Side,lower_back,lumbar_hinge,swing,shoulders,Shoulders,True
ea_around_the_world_superman_hold,Around the World Superman Hold,lower_back,lumbar_extension,superman,glutes,Back,True
ea_assisted_sit_ups,Assisted Sit Ups,lower_back,lumbar_spinal_flexion,sit ups,core,Abdominals,True
ea_assisted_sit_up,Assisted Sit-up,lower_back,lumbar_spinal_flexion,sit up,core,Abdominals,True
ea_back_and_forward_leg_swings,Back and Forward Leg Swings,lower_back,lumbar_hinge,swings,"lower_back,glutes",Legs,True
ea_back_extension_machine,Back Extension Machine,lower_back,lumbar_extension,back extension,"lower_back,glutes",Back,True
ea_back_extension_on_exercise_ball,Back Extension on Exercise Ball,lower_back,lumbar_extension,back extension,"lower_back,glutes",Back,True
ea_ball_sit_up,Ball Sit-up,lower_back,lumbar_spinal_flexion,sit up,core,Abdominals,True
ea_band_bent_over_one_arm_kickback,Band Bent Over One Arm Kickback,lower_back,lumbar_bent_over,bent over,triceps,Triceps,True
ea_band_bent_over_hip_extension,Band Bent-over Hip Extension,lower_back,lumbar_bent_over,bent over,glutes,Legs,True
ea_band_bent_over_row,Band Bent-over Row,lower_back,lumbar_bent_over,bent over,"lats,traps",Back,True
ea_band_bicycle_crunch,Band Bicycle Crunch,lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_band_deadlift,Band Deadlift,lower_back,lumbar_hinge,deadlift,"quads,lower_back",Legs,True
ea_band_decline_sit_up,Band Decline Sit Up,lower_back,lumbar_spinal_flexion,sit up,core,Abdominals,True
ea_band_horizontal_shrug,Band Horizontal Shrug,lower_back,lumbar_axial_load,shrug,traps,Shoulders,True
ea_band_kneeling_crunch,Band Kneeling Crunch,lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_barbell_back_wide_shrug,Barbell Back Wide Shrug,lower_back,lumbar_axial_load,shrug,traps,Shoulders,True
ea_barbell_back_wide_shrugs,Barbell Back Wide Shrugs,lower_back,lumbar_axial_load,shrugs,traps,Shoulders,True
ea_barbell_bent_over_reverse_raise_skier,Barbell Bent Over Reverse Raise (skier),lower_back,lumbar_bent_over,bent over,traps,Shoulders,True
ea_barbell_bent_over_row_pronated_grip,Barbell Bent Over Row Pronated Grip,lower_back,lumbar_bent_over,bent over,"lats,traps",Back,True
ea_barbell_bent_over_row_supinated_grip,Barbell Bent Over Row Supinated Grip,lower_back,lumbar_bent_over,bent over,"lats,traps",Back,True
ea_barbell_clean_and_jerk,Barbell Clean and Jerk,lower_back,lumbar_hinge,clean,"quads,glutes,shoulders",Powerlifting,True
ea_barbell_clean_and_jerk_split_squat,Barbell Clean and Jerk Split Squat,lower_back,lumbar_hinge,clean,"quads,glutes,shoulders",Powerlifting,True
ea_barbell_clean_and_press,Barbell Clean and Press,lower_back,lumbar_hinge,clean,"shoulders,quads,glutes",Powerlifting,True
ea_barbell_clean_deadlift,Barbell Clean Deadlift,lower_back,lumbar_hinge,clean,"quads,glutes,hamstrings",Powerlifting,True
ea_barbell_clean_grip_front_squat,Barbell Clean Grip Front Squat,lower_back,lumbar_hinge,clean,"quads,glutes",Legs,True
ea_barbell_clean_pull,Barbell Clean Pull,lower_back,lumbar_hinge,clean,"quads,glutes,hamstrings",Powerlifting,True
ea_barbell_coan_deadlift,Barbell Coan Deadlift,lower_back,lumbar_hinge,deadlift,,Back,True
ea_barbell_deadlift,Barbell Deadlift,lower_back,lumbar_hinge,deadlift,"glutes,quads,hamstrings",Powerlifting,True
ea_barbell_deadlift_front_pov,Barbell Deadlift (front POV),lower_back,lumbar_hinge,deadlift,"glutes,quads,hamstrings",Powerlifting,True
ea_barbell_deadlift_side_pov,Barbell Deadlift (side POV),lower_back,lumbar_hinge,deadlift,"glutes,quads,hamstrings",Powerlifting,True
ea_barbell_deadlift_360_degrees,Barbell Deadlift 360 Degrees,lower_back,lumbar_hinge,deadlift,"glutes,quads,hamstrings",Back,True
ea_barbell_deadlift_high_pull,Barbell Deadlift High Pull,lower_back,lumbar_hinge,deadlift,"quads,glutes,adductors,shoulders",Back,True
ea_barbell_decline_shrug,Barbell Decline Shrug,lower_back,lumbar_axial_load,shrug,traps,Shoulders,True
ea_barbell_front_squats,Barbell Front Squats,lower_back,lumbar_axial_load,front squats,"quads,glutes",Legs,True
ea_barbell_full_clean,Barbell Full Clean,lower_back,lumbar_hinge,clean,"quads,glutes,hamstrings",Powerlifting,True
ea_barbell_full_zercher_squat,Barbell Full Zercher Squat,lower_back,lumbar_axial_load,zercher,"quads,glutes",Legs,True
ea_barbell_good_morning,Barbell Good Morning,lower_back,lumbar_hinge,good morning,lower_back,Back,True
ea_barbell_hang_clean,Barbell Hang Clean,lower_back,lumbar_hinge,clean,,Powerlifting,True
ea_barbell_jump_shrug,Barbell Jump Shrug,lower_back,lumbar_axial_load,shrug,,Calisthenics-Cardio-Plyo-Functional,True
ea_barbell_muscle_clean,Barbell Muscle Clean,lower_back,lumbar_hinge,clean,"quads,glutes,hamstrings,traps,shoulders",Powerlifting,True
ea_barbell_one_arm_single_deadlift,Barbell One Arm Single Deadlift,lower_back,lumbar_hinge,deadlift,"hamstrings,glutes,lower_back",Back,True
ea_barbell_overhead_shrug,Barbell Overhead Shrug,lower_back,lumbar_axial_load,shrug,traps,Shoulders,True
ea_barbell_overhead_squat,Barbell Overhead Squat,lower_back,lumbar_axial_load,overhead squat,"quads,glutes,shoulders",Legs,True
ea_barbell_pendlay_row,Barbell Pendlay Row,lower_back,lumbar_bent_over,pendlay,"traps,lats",Back,True
ea_barbell_power_clean,Barbell Power Clean,lower_back,lumbar_hinge,clean,"quads,glutes,hamstrings,traps,shoulders",Powerlifting,True
ea_barbell_power_clean_from_blocks,Barbell Power Clean From Blocks,lower_back,lumbar_hinge,clean,"quads,glutes,hamstrings,traps,shoulders",Powerlifting,True
ea_barbell_power_snatch,Barbell Power Snatch,lower_back,lumbar_hinge,snatch,"quads,glutes,hamstrings,shoulders",Powerlifting,True
ea_barbell_push_bent_over_row,Barbell Push Bent Over Row,lower_back,lumbar_bent_over,bent over,"lats,traps",Back,True
ea_barbell_rack_pull,Barbell Rack Pull,lower_back,lumbar_primary,lower_back,"glutes,hamstrings,lats,lower_back",Powerlifting,True
ea_barbell_reverse_deadlift,Barbell Reverse Deadlift,lower_back,lumbar_hinge,deadlift,,Back,True
ea_barbell_reverse_grip_bent_over_row,Barbell Reverse Grip Bent Over Row,lower_back,lumbar_bent_over,bent over,lats,Back,True
ea_barbell_seated_good_morning,Barbell Seated Good Morning,lower_back,lumbar_hinge,good morning,lower_back,Back,True
ea_barbell_shrugs,Barbell Shrugs,lower_back,lumbar_axial_load,shrugs,traps,Shoulders,True
ea_barbell_silverback_shrug,Barbell Silverback Shrug,lower_back,lumbar_axial_load,shrug,traps,Shoulders,True
ea_barbell_single_leg_deadlift,Barbell Single Leg Deadlift,lower_back,lumbar_hinge,deadlift,"hamstrings,glutes",Back,True
ea_barbell_snatch,Barbell Snatch,lower_back,lumbar_hinge,snatch,"shoulders,quads,glutes",Powerlifting,True
ea_barbell_snatch_balance,Barbell Snatch Balance,lower_back,lumbar_hinge,snatch,"shoulders,quads,glutes",Powerlifting,True
ea_barbell_snatch_deadlift_close_grip,Barbell Snatch Deadlift Close Grip,lower_back,lumbar_hinge,snatch,"quads,glutes,lower_back",Back,True
ea_barbell_snatch_deadlift_wide_grip,Barbell Snatch Deadlift Wide Grip,lower_back,lumbar_hinge,snatch,"quads,glutes,lower_back",Back,True
ea_barbell_snatch_from_blocks,Barbell Snatch From Blocks,lower_back,lumbar_hinge,snatch,"shoulders,quads,glutes",Powerlifting,True
ea_barbell_snatch_pull,Barbell Snatch Pull,lower_back,lumbar_hinge,snatch,"quads,glutes",Powerlifting,True
ea_barbell_split_clean,Barbell Split Clean,lower_back,lumbar_hinge,clean,"shoulders,quads,glutes",Powerlifting,True
ea_barbell_squat_back_pov,Barbell Squat Back POV,lower_back,lumbar_axial_load,barbell squat,"quads,glutes",Legs,True
ea_barbell_squat_to_grass,Barbell Squat to Grass,lower_back,lumbar_axial_load,barbell squat,"quads,glutes",Legs,True
ea_barbell_squat_with_2_sec_hold,Barbell Squat with 2 Sec Hold,lower_back,lumbar_axial_load,barbell squat,"quads,glutes",Legs,True
ea_barbell_staggered_deadlift,Barbell Staggered Deadlift,lower_back,lumbar_hinge,deadlift,"hamstrings,glutes",Legs,True
ea_barbell_stiff_leg_deadlift,Barbell Stiff Leg Deadlift,lower_back,lumbar_hinge,deadlift,"hamstrings,glutes",Legs,True
ea_barbell_straight_leg_deadlift,Barbell Straight Leg Deadlift,lower_back,lumbar_hinge,deadlift,"hamstrings,glutes",Legs,True
ea_barbell_sumo_deadlift,Barbell Sumo Deadlift,lower_back,lumbar_hinge,deadlift,"glutes,hamstrings,quads",Back,True
ea_barbell_sumo_romanian_deadlift,Barbell Sumo Romanian Deadlift,lower_back,lumbar_hinge,romanian,"hamstrings,glutes",Legs,True
ea_barbell_underhand_bent_over_row,Barbell Underhand Bent Over Row,lower_back,lumbar_bent_over,bent over,lats,Back,True
ea_barbell_wide_shrug,Barbell Wide Shrug,lower_back,lumbar_axial_load,shrug,traps,Shoulders,True
ea_barbell_zercher_good_morning,Barbell Zercher Good Morning,lower_back,lumbar_hinge,good morning,,Back,True
ea_basic_toe_touch,Basic Toe Touch,lower_back,lumbar_spinal_flexion,toe touch,hamstrings,Yoga,True
ea_bench_decline_ab_sit_ups,Bench Decline Ab Sit-ups,lower_back,lumbar_spinal_flexion,sit ups,core,Abdominals,True
ea_bent_knee_back_to_side_kick,Bent Knee Back to Side Kick,lower_back,lumbar_primary,lower_back,"glutes,lower_back",Legs,True
ea_bent_over_barbell_row,Bent Over Barbell Row,lower_back,lumbar_bent_over,bent over,"lats,traps",Back,True
ea_bent_over_rear_delt_fly_dumbbell,Bent Over Rear Delt Fly Dumbbell,lower_back,lumbar_bent_over,bent over,shoulders,Shoulders,True
ea_bent_over_rear_deltoid_fly_resistance_band,Bent Over Rear Deltoid Fly Resistance Band,lower_back,lumbar_bent_over,bent over,shoulders,Shoulders,True
ea_bent_over_row_resistance_band,Bent Over Row Resistance Band,lower_back,lumbar_bent_over,bent over,lats,Back,True
ea_bent_over_twist,Bent Over Twist,lower_back,lumbar_bent_over,bent over,"core,lower_back",Calisthenics-Cardio-Plyo-Functional,True
ea_bent_over_row_with_bar,Bent-over Row with Bar,lower_back,lumbar_bent_over,bent over,lats,Back,True
ea_bicycle_air_legs,Bicycle Air Legs,lower_back,lumbar_primary,lower_back,"core,lower_back",Yoga,True
ea_bicycle_twisting_crunch,Bicycle Twisting Crunch,lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_bicycles,Bicycles,lower_back,lumbar_primary,lower_back,"core,lower_back",Abdominals,True
ea_bicycles_crunches,Bicycles Crunches,lower_back,lumbar_spinal_flexion,crunches,core,Abdominals,True
ea_bird_dog,Bird Dog,lower_back,lumbar_extension,bird dog,"lower_back,glutes",Yoga,True
ea_bird_dog_version_2,Bird Dog (version 2),lower_back,lumbar_extension,bird dog,"lower_back,glutes",Yoga,True
ea_boat_stretch,Boat Stretch,lower_back,lumbar_primary,lower_back,"lower_back,hamstrings",Stretching - Mobility,True
ea_bodyweight_bent_over_rear_delt_fly,Bodyweight Bent Over Rear Delt Fly,lower_back,lumbar_bent_over,bent over,shoulders,Shoulders,True
ea_bodyweight_knee_thrust,Bodyweight Knee Thrust,lower_back,lumbar_primary,lower_back,"lower_back,quads",Calisthenics-Cardio-Plyo-Functional,True
ea_bodyweight_knee_to_hand_tap,Bodyweight Knee to Hand Tap,lower_back,lumbar_primary,lower_back,"lower_back,quads",Calisthenics-Cardio-Plyo-Functional,True
ea_bodyweight_overhead_squat,Bodyweight Overhead Squat,lower_back,lumbar_axial_load,overhead squat,"quads,shoulders,glutes",Legs,True
ea_bodyweight_single_leg_deadlift,Bodyweight Single Leg Deadlift,lower_back,lumbar_hinge,deadlift,"hamstrings,glutes",Legs,True
ea_bodyweight_squat_to_front_leg,Bodyweight Squat to Front Leg,lower_back,lumbar_primary,lower_back,"quads,glutes,lower_back",Legs,True
ea_bodyweight_squat_to_side_to_front_leg,Bodyweight Squat to Side to Front Leg,lower_back,lumbar_primary,lower_back,"quads,glutes,lower_back",Legs,True
ea_bodyweight_standing_back_stretch,Bodyweight Standing Back Stretch,lower_back,lumbar_primary,lower_back,lower_back,Stretching - Mobility,True
ea_bodyweight_standing_shrug,Bodyweight Standing Shrug,lower_back,lumbar_axial_load,shrug,"traps,shoulders",Shoulders,True
ea_brazilian_crunches,Brazilian Crunches,lower_back,lumbar_spinal_flexion,crunches,core,Abdominals,True
ea_cable_30_degree_shrug,Cable 30 Degree Shrug,lower_back,lumbar_axial_load,shrug,,Shoulders,True
ea_cable_bent_over_one_arm_lateral_raise,Cable Bent Over One Arm Lateral Raise,lower_back,lumbar_bent_over,bent over,shoulders,Shoulders,True
ea_cable_bent_over_reverse_grip_row,Cable Bent Over Reverse Grip Row,lower_back,lumbar_bent_over,bent over,lats,Back,True
ea_cable_bent_over_row,Cable Bent Over Row,lower_back,lumbar_bent_over,bent over,lats,Back,True
ea_cable_one_arm_bent_over_row,Cable One Arm Bent Over Row,lower_back,lumbar_bent_over,bent over,lats,Back,True
ea_cable_silverback_shrug,Cable Silverback Shrug,lower_back,lumbar_axial_load,shrug,,Back,True
ea_cable_single_leg_deadlift,Cable Single Leg Deadlift,lower_back,lumbar_hinge,deadlift,"hamstrings,glutes",Legs,True
ea_cable_standing_crunch,Cable Standing Crunch,lower_back,lumbar_spinal_flexion,crunch,,Abdominals,True
ea_cat_stretch,Cat Stretch,lower_back,lumbar_primary,lower_back,"lower_back,core",Yoga,True
ea_ceiling_look_stretch,Ceiling Look Stretch,lower_back,lumbar_primary,lower_back,"lower_back,core",Stretching - Mobility,True
ea_child_pose_up,Child Pose Up,lower_back,lumbar_primary,lower_back,lower_back,Yoga,True
ea_cobra_full_push_up,Cobra Full Push Up,lower_back,lumbar_extension,cobra,"chest,shoulders,triceps",Yoga,True
ea_cobra_push_up,Cobra Push Up,lower_back,lumbar_extension,cobra,"chest,shoulders,triceps",Yoga,True
ea_cobra_side_ab_stretch,Cobra Side Ab Stretch,lower_back,lumbar_extension,cobra,"chest,shoulders,triceps",Yoga,True
ea_cobra_stretch,Cobra Stretch,lower_back,lumbar_extension,cobra,,Stretching - Mobility,True
ea_cobra_yoga_pose_hold,Cobra Yoga Pose Hold,lower_back,lumbar_extension,cobra,"chest,shoulders,triceps",Yoga,True
ea_control_balance,Control Balance,lower_back,lumbar_primary,lower_back,"core,lower_back",Calisthenics-Cardio-Plyo-Functional,True
ea_crab_twist_toe_touch,Crab Twist Toe Touch,lower_back,lumbar_spinal_flexion,toe touch,"glutes,hamstrings,shoulders",Abdominals,True
ea_criss_cross_elbow_to_knee,Criss Cross Elbow to Knee,lower_back,lumbar_primary,lower_back,"core,lower_back",Calisthenics-Cardio-Plyo-Functional,True
ea_criss_cross_jack,Criss Cross Jack,lower_back,lumbar_primary,lower_back,"quads,lower_back,shoulders",Calisthenics-Cardio-Plyo-Functional,True
ea_criss_cross_jump,Criss Cross Jump,lower_back,lumbar_primary,lower_back,"quads,lower_back,shoulders",Calisthenics-Cardio-Plyo-Functional,True
ea_criss_cross_leg_raises,Criss Cross Leg Raises,lower_back,lumbar_primary,lower_back,"core,lower_back",Abdominals,True
ea_crossed_arms_front_leg_kick,Crossed Arms Front Leg Kick,lower_back,lumbar_primary,lower_back,"quads,lower_back",Legs,True
ea_crossover_kneeling_hip_flexor_stretch,Crossover Kneeling Hip Flexor Stretch,lower_back,lumbar_primary,lower_back,"lower_back,quads",Stretching - Mobility,True
ea_crunch_arms_straight,Crunch (arms Straight),lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_crunch_hands_overhead,Crunch (hands Overhead),lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_crunch_legs_on_stability_ball,Crunch (legs on Stability Ball),lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_crunch_on_bosu_ball,Crunch (on Bosu Ball),lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_crunch_on_stability_ball,Crunch (on Stability Ball),lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_crunch_straight_leg_up,Crunch (straight Leg Up),lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_crunch_floor,Crunch Floor,lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_crunch_frog_on_floor,Crunch Frog on Floor,lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_crunch_leg_raise,Crunch Leg Raise,lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_crunch_with_medicine_ball,Crunch with Medicine Ball,lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_dead_hang_stretch,Dead Hang Stretch,lower_back,lumbar_primary,lower_back,"lower_back,back,shoulders",Stretching - Mobility,True
ea_decline_bench_full_sit_up,Decline Bench Full Sit Up,lower_back,lumbar_spinal_flexion,sit up,core,Abdominals,True
ea_decline_bent_leg_reverse_crunch,Decline Bent Leg Reverse Crunch,lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_decline_levitating_sit_ups_bodyweight,Decline Levitating Sit Ups Bodyweight,lower_back,lumbar_spinal_flexion,sit ups,core,Abdominals,True
ea_decline_sit_up,Decline Sit Up,lower_back,lumbar_spinal_flexion,sit up,core,Abdominals,True
ea_decline_sit_ups_dumbbells,Decline Sit Ups Dumbbells,lower_back,lumbar_spinal_flexion,sit ups,core,Abdominals,True
ea_double_knee_drive,Double Knee Drive,lower_back,lumbar_primary,lower_back,"lower_back,quads",Calisthenics-Cardio-Plyo-Functional,True
ea_double_punch_front_leg_lift,Double Punch Front Leg Lift,lower_back,lumbar_primary,lower_back,"shoulders,lower_back,quads",Calisthenics-Cardio-Plyo-Functional,True
ea_dumbbell_ab_crunch,Dumbbell Ab Crunch,lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_dumbbell_alternating_pendlay_row,Dumbbell Alternating Pendlay Row,lower_back,lumbar_bent_over,pendlay,,Back,True
ea_dumbbell_bent_over_face_pull,Dumbbell Bent Over Face Pull,lower_back,lumbar_bent_over,bent over,"shoulders,traps",Shoulders,True
ea_dumbbell_bent_over_reverse_row,Dumbbell Bent-over Reverse Row,lower_back,lumbar_bent_over,bent over,"lats,traps",Back,True
ea_dumbbell_close_grip_shoulder_press_sit_up,Dumbbell Close Grip Shoulder Press Sit Up,lower_back,lumbar_spinal_flexion,sit up,shoulders,Shoulders,True
ea_dumbbell_close_legs_deadlift,Dumbbell Close Legs Deadlift,lower_back,lumbar_hinge,deadlift,"hamstrings,glutes",Legs,True
ea_dumbbell_crunch_hold_with_legs_off,Dumbbell Crunch Hold with Legs Off,lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_dumbbell_decline_overhead_sit_up,Dumbbell Decline Overhead Sit-up,lower_back,lumbar_spinal_flexion,sit up,core,Abdominals,True
ea_dumbbell_decline_shrug,Dumbbell Decline Shrug,lower_back,lumbar_axial_load,shrug,traps,Shoulders,True
ea_dumbbell_decline_sit_up,Dumbbell Decline Sit-up,lower_back,lumbar_spinal_flexion,sit up,core,Abdominals,True
ea_dumbbell_farmer_walks,Dumbbell Farmer Walks,lower_back,lumbar_axial_load,farmer,"forearms,traps,shoulders",Legs,True
ea_dumbbell_front_squat,Dumbbell Front Squat,lower_back,lumbar_axial_load,front squat,"quads,glutes",Legs,True
ea_dumbbell_goblet_good_morning,Dumbbell Goblet Good Morning,lower_back,lumbar_hinge,good morning,,Back,True
ea_dumbbell_hang_power_clean,Dumbbell Hang Power Clean,lower_back,lumbar_hinge,clean,"shoulders,quads,glutes",Powerlifting,True
ea_dumbbell_incline_shrug,Dumbbell Incline Shrug,lower_back,lumbar_axial_load,shrug,traps,Shoulders,True
ea_dumbbell_kneeling_hold_to_stand_clean_grip,Dumbbell Kneeling Hold to Stand Clean Grip,lower_back,lumbar_hinge,clean,"quads,glutes",Legs,True
ea_dumbbell_laying_30_degree_shrug,Dumbbell Laying 30 Degree Shrug,lower_back,lumbar_axial_load,shrug,,Shoulders,True
ea_dumbbell_laying_silverback_shrug,Dumbbell Laying Silverback Shrug,lower_back,lumbar_axial_load,shrug,,Shoulders,True
ea_dumbbell_one_arm_snatch,Dumbbell One Arm Snatch,lower_back,lumbar_hinge,snatch,"shoulders,quads,glutes",Powerlifting,True
ea_dumbbell_overhead_sit_up,Dumbbell Overhead Sit-up,lower_back,lumbar_spinal_flexion,sit up,core,Abdominals,True
ea_dumbbell_pendlay_row,Dumbbell Pendlay Row,lower_back,lumbar_bent_over,pendlay,,Back,True
ea_dumbbell_rdl_stretch_isometric,Dumbbell Rdl Stretch Isometric,lower_back,lumbar_hinge,rdl,"hamstrings,glutes",Stretching - Mobility,True
ea_dumbbell_rear_full_shrugs,Dumbbell Rear Full Shrugs,lower_back,lumbar_axial_load,shrugs,traps,Shoulders,True
ea_dumbbell_romanian_deadlift,Dumbbell Romanian Deadlift,lower_back,lumbar_hinge,romanian,"hamstrings,glutes",Back,True
ea_dumbbell_shrugs,Dumbbell Shrugs,lower_back,lumbar_axial_load,shrugs,traps,Shoulders,True
ea_dumbbell_silverback_shrug,Dumbbell Silverback Shrug,lower_back,lumbar_axial_load,shrug,,Shoulders,True
ea_dumbbell_single_arm_starfish_crunch,Dumbbell Single Arm Starfish Crunch,lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_dumbbell_single_leg_deadlift,Dumbbell Single Leg Deadlift,lower_back,lumbar_hinge,deadlift,"hamstrings,glutes",Legs,True
ea_dumbbell_single_leg_single_arm_deadlift,Dumbbell Single Leg Single Arm Deadlift,lower_back,lumbar_hinge,deadlift,,Legs,True
ea_dumbbell_staggered_deadlift,Dumbbell Staggered Deadlift,lower_back,lumbar_hinge,deadlift,,Legs,True
ea_dumbbell_starfish_crunch_alternating,Dumbbell Starfish Crunch Alternating,lower_back,lumbar_spinal_flexion,crunch,"core,lower_back",Abdominals,True
ea_dumbbell_stiff_leg_deadlift,Dumbbell Stiff Leg Deadlift,lower_back,lumbar_hinge,deadlift,"hamstrings,glutes",Legs,True
ea_dumbbell_straight_arm_crunch,Dumbbell Straight Arm Crunch,lower_back,lumbar_spinal_flexion,crunch,core,Abdominals,True
ea_dumbbell_straight_arm_twisting_sit_up,Dumbbell Straight Arm Twisting Sit-up,lower_back,lumbar_spinal_flexion,sit up,core,Abdominals,True
ea_dumbbell_straight_leg_deadlift,Dumbbell Straight Leg Deadlift,lower_back,lumbar_hinge,deadlift,"hamstrings,glutes",Legs,True
ea_dumbbell_suitcase_crunch,Dumbbell Suitcase Crunch,lower_back,lumbar_spinal_flexion,crunch,,Abdominals,True
ea_dumbbell_swing,Dumbbell Swing,lower_back,lumbar_hinge,swing,,Calisthenics-Cardio-Plyo-Functional,True
ea_dumbbell_v_up,Dumbbell V-up,lower_back,lumbar_spinal_flexion,v up,core,Abdominals,True
ea_dumbbells_bent_over_row,Dumbbells Bent Over Row,lower_back,lumbar_bent_over,bent over,"lats,traps",Back,True
ea_dumbbells_bent_over_row_pronated_grip,Dumbbells Bent Over Row Pronated Grip,lower_back,lumbar_bent_over,bent over,lats,Back,True
ea_dynamic_leg_swing,Dynamic Leg Swing,lower_back,lumbar_hinge,swing,"lower_back,hamstrings",Calisthenics-Cardio-Plyo-Functional,True
ea_elevated_pike_shoulder_shrug,Elevated Pike Shoulder Shrug,lower_back,lumbar_axial_load,shrug,,Shoulders,True
ea_exercise_ball_back_extension_with_hands_behind_head,Exercise Ball Back Extension with Hands Behind Head,lower_back,lumbar_extension,back extension,lower_back,Back,True
ea_exercise_ball_back_stretch,Exercise Ball Back Stretch,lower_back,lumbar_primary,lower_back,"lower_back,traps",Stretching - Mobility,True
